index,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,day,month,year,Revenue
10446,Smart Wi-Fi Hotspot PRO,COMMUNICATION,3.7,197000000,957,10000,Paid,2.99,Everyone,Communication,2016-02-10,1.0,2.2,10,2,2016,29900.000000000004
10448,Portable Wi-Fi hotspot Premium,COMMUNICATION,3.7,481000000,420,10000,Paid,0.99,Everyone,Communication,2015-12-16,1.4.0.2,2.3,16,12,2015,9900.0
10449,Avast Wi-Fi Finder,PRODUCTIVITY,4.3,37277000000,13312,1000000,Free,0.0,Everyone,Productivity,2018-02-26,2.3.1,4.0,26,2,2018,0.0
10450,Police Field Interview FI Card,PRODUCTIVITY,4.5,112000000,2457,1000,Paid,7.99,Everyone,Productivity,2017-03-16,3.0,4.0,16,3,2017,7990.0
10451,LG Hi-Fi Plus Manager,TOOLS,3.5,154000000,3481,10000,Free,0.0,Everyone,Tools,2016-09-06,5.0.6,6.0,6,9,2016,0.0
10452,WeFi - Free Fast WiFi Connect & Find Wi-Fi Map,COMMUNICATION,4.0,13469000000,5222,1000000,Free,0.0,Everyone,Communication,2018-06-05,4.7.0.2200000,4.0,5,6,2018,0.0
10454,Safe Wi-Fi,PRODUCTIVITY,2.9,32000000,9932,1000,Free,0.0,Everyone,Productivity,2018-08-03,1.3.22,4.4,3,8,2018,0.0
10455,[root] Pry-Fi,TOOLS,3.9,6736000000,72,500000,Free,0.0,Everyone,Tools,2014-02-02,1.20,4.2,2,2,2014,0.0
10457,WiFi Monitor Pro - analyzer of Wi-Fi networks,TOOLS,4.6,85000000,2457,1000,Paid,2.99,Everyone,Tools,2018-07-05,1.9,4.0,5,7,2018,2990.0
10458,Candy simply-Fi,LIFESTYLE,2.1,2390000000,35840,100000,Free,0.0,Everyone,Lifestyle,2018-07-17,1.8.4.7,4.4,17,7,2018,0.0
10459,SCI-FI UI,FAMILY,4.7,15000000,3993,100,Paid,1.99,Everyone,Entertainment,2018-04-16,0.0.53,1.6,16,4,2018,199.0
10460,Wi-Fi Rabbit Unlock Key,TOOLS,4.5,142000000,26,5000,Paid,1.0,Everyone,Tools,2011-06-26,1.0.0,2.1,26,6,2011,5000.0
10461,Wi-Fi settings shortcut,TOOLS,4.1,479000000,29,50000,Free,0.0,Everyone,Tools,2013-12-13,1.4,1.6,13,12,2013,0.0
10462,Wi-Fi Master,TOOLS,4.5,3673000000,5939,500000,Free,0.0,Everyone,Tools,2018-07-24,1.2.1,4.1,24,7,2018,0.0
10463,Micro Fi,FAMILY,3.7,39000000,2867,5000,Free,0.0,Everyone,Education,2014-02-12,2.4,2.3,12,2,2014,0.0
10464,fi,FAMILY,2.9,691000000,5939,100000,Free,0.0,Everyone,Strategy,2016-06-08,1.0.3,4.0,8,6,2016,0.0
10465,Portable Wi-Fi hotspot Free,COMMUNICATION,4.0,1711000000,2150,100000,Free,0.0,Everyone,Communication,2018-01-11,1.2.5.4-11,2.3,11,1,2018,0.0
10466,Wi-Fi Networks,PRODUCTIVITY,4.2,115000000,1433,10000,Free,0.0,Everyone,Productivity,2015-10-05,1.4,4.1,5,10,2015,0.0
10467,FI CFL,FINANCE,3.7,112000000,3993,10000,Free,0.0,Everyone,Finance,2018-07-05,1.1.1,5.0,5,7,2018,0.0
10468,Tassa.fi Finland,LIFESTYLE,3.6,346000000,7680,50000,Free,0.0,Everyone,Lifestyle,2018-05-22,5.5,4.0,22,5,2018,0.0
10469,TownWiFi | Wi-Fi Everywhere,COMMUNICATION,3.9,2372000000,59392,500000,Free,0.0,Everyone,Communication,2018-08-02,4.2.1,4.2,2,8,2018,0.0
10470,Jazz Wi-Fi,COMMUNICATION,3.4,49000000,4096,10000,Free,0.0,Everyone,Communication,2017-02-10,0.1,2.3,10,2,2017,0.0
10471,Xposed Wi-Fi-Pwd,PERSONALIZATION,3.5,1042000000,404,100000,Free,0.0,Everyone,Personalization,2014-08-05,3.0.0,4.0,5,8,2014,0.0
10474,Sat-Fi Voice,COMMUNICATION,3.4,37000000,14336,1000,Free,0.0,Everyone,Communication,2014-11-21,2.2.1.5,2.2,21,11,2014,0.0
10475,Wi-Fi Visualizer,TOOLS,3.9,132000000,2662,50000,Free,0.0,Everyone,Tools,2017-05-17,0.0.9,2.3,17,5,2017,0.0
10476,Lennox iComfort Wi-Fi,LIFESTYLE,3.0,552000000,7782,50000,Free,0.0,Everyone,Lifestyle,2017-03-22,2.0.15,2.3,22,3,2017,0.0
10477,Sci-Fi Sounds and Ringtones,PERSONALIZATION,3.6,128000000,11264,10000,Free,0.0,Everyone,Personalization,2017-09-27,4.0,4.0,27,9,2017,0.0
10478,Sci Fi Sounds,FAMILY,3.2,4000000,8192,1000,Free,0.0,Everyone,Entertainment,2017-11-02,1.0,4.0,2,11,2017,0.0
10479,Free Wi-fi HotspoT,COMMUNICATION,4.1,382000000,2355,50000,Free,0.0,Everyone,Communication,2018-07-20,2.5,4.0,20,7,2018,0.0
10480,FJ 4x4 Cruiser Offroad Driving,FAMILY,4.1,3543000000,50176,500000,Free,0.0,Everyone,Simulation,2017-01-04,1.1,2.3,4,1,2017,0.0
10481,FJ 4x4 Cruiser Snow Driving,FAMILY,4.2,1619000000,44032,500000,Free,0.0,Everyone,Simulation,2018-06-04,1.3,4.0,4,6,2018,0.0
10482,Wallpapers Toyota FJ Cruiser,PERSONALIZATION,4.2,78000000,10240,10000,Free,0.0,Everyone,Personalization,2016-06-20,1.0,2.3,20,6,2016,0.0
10483,New Wallpapers Toyota FJ Cruiser Theme,PERSONALIZATION,,1000000,16384,100,Free,0.0,Teen,Personalization,2018-02-23,1.0,4.1,23,2,2018,0.0
10484,"FJ Final Join , Circles Game",GAME,4.7,32000000,24576,1000,Free,0.0,Teen,Arcade,2018-07-11,0.24,4.3,11,7,2018,0.0
10485,HD Wallpaper - Toyota FJ Cruiser,TOOLS,,2000000,6348,100,Free,0.0,Everyone,Tools,2017-11-10,1.0,4.0,10,11,2017,0.0
10486,FJ Drive: Mercedes-Benz Lease,AUTO_AND_VEHICLES,4.6,107000000,27648,10000,Free,0.0,Everyone,Auto & Vehicles,2017-11-06,2.0.0,4.1,6,11,2017,0.0
10487,Driving n Parking School 2017,FAMILY,4.5,15000000,47104,1000,Free,0.0,Everyone,Simulation,2017-05-31,1.0,2.3,31,5,2017,0.0
10488,FJ WiFi HDD,TOOLS,,40000000,2457,5000,Free,0.0,Everyone,Tools,2017-10-31,1.0.5,2.1,31,10,2017,0.0
10489,Offroad Cruiser,FAMILY,4.3,42432000000,36864,1000000,Free,0.0,Everyone,Simulation,2016-07-13,1.3,2.3,13,7,2016,0.0
10490,HD Themes Toyota Cruiser 70,PERSONALIZATION,4.5,86000000,17408,10000,Free,0.0,Teen,Personalization,2016-10-02,1.0,2.3,2,10,2016,0.0
10491,Toyota Cruisers & Trucks Mag,TRAVEL_AND_LOCAL,4.5,10000000,8192,500,Free,0.0,Everyone,Travel & Local,2018-03-14,3.0.0,4.4,14,3,2018,0.0
10492,4 x4 Offroad SUV 3D Truck Simulator Driving 2017,FAMILY,4.4,32000000,37888,1000,Free,0.0,Everyone,Simulation,2017-12-06,1.0,2.3,6,12,2017,0.0
10493,Cake Shop - Kids Cooking,FAMILY,4.3,30668000000,33792,5000000,Free,0.0,Everyone,Casual;Pretend Play,2018-07-16,2.1.3181,4.0,16,7,2018,0.0
10494,HD Themes Toyota Cruiser 60,PERSONALIZATION,,0,15360,100,Free,0.0,Teen,Personalization,2016-10-02,1.0,2.3,2,10,2016,0.0
10495,HD Themes Toyota Cruiser70,PERSONALIZATION,,0,15360,100,Free,0.0,Teen,Personalization,2016-10-03,1.0,2.3,3,10,2016,0.0
10496,HD Themes Toyota Cruiser 80,PERSONALIZATION,,2000000,13312,100,Free,0.0,Teen,Personalization,2016-10-03,1.0,2.3,3,10,2016,0.0
10497,HD Themes Toyota Cruiser 50,PERSONALIZATION,,1000000,11264,50,Free,0.0,Teen,Personalization,2016-10-02,1.0,2.3,2,10,2016,0.0
10498,OFF-ROAD SIMULATOR 4x4 : REAL,FAMILY,4.2,109000000,25600,10000,Free,0.0,Everyone,Simulation,2017-04-15,1.4,2.3,15,4,2017,0.0
10499,HD Themes Toyota Cruiser 100VX,PERSONALIZATION,,2000000,16384,100,Free,0.0,Teen,Personalization,2016-09-30,1.0,2.3,30,9,2016,0.0
10500,HD Themes Toyota Cruiser 200,PERSONALIZATION,3.7,3000000,15360,100,Free,0.0,Teen,Personalization,2016-10-01,1.0,2.3,1,10,2016,0.0
10501,HD Themes Toyota Cruiser 40,PERSONALIZATION,,2000000,15360,100,Free,0.0,Teen,Personalization,2016-10-02,1.0,2.3,2,10,2016,0.0
10503,Offroad 4x4 Car Driving,FAMILY,4.3,26224000000,44032,1000000,Free,0.0,Everyone,Simulation,2017-04-29,1.0.4,2.3,29,4,2017,0.0
10504,Motocross Beach Jumping 3D,FAMILY,4.0,105954000000,44032,10000000,Free,0.0,Teen,Simulation,2018-06-05,1.7.3,4.1,5,6,2018,0.0
10505,Offroad drive : 4x4 driving game,GAME,3.5,2071000000,36864,100000,Free,0.0,Everyone,Racing,2018-06-29,1.0.3,4.1,29,6,2018,0.0
10506,Hair saloon - Spa salon,FAMILY,4.2,38473000000,23552,10000000,Free,0.0,Everyone,Casual;Pretend Play,2018-04-11,1.0.5,4.1,11,4,2018,0.0
10507,Rope Hero: Vice Town,GAME,4.4,452589000000,101376,10000000,Free,0.0,Mature 17+,Action,2018-07-01,2.2,4.0,1,7,2018,0.0
10508,Drive 4x4 Luxury SUV Jeep,GAME,4.2,2183000000,47104,500000,Free,0.0,Everyone,Racing,2018-07-10,1.12,2.3,10,7,2018,0.0
10510,FJ-link,TOOLS,,1000000,20480,10,Free,0.0,Everyone,Tools,2018-01-03,1.1.2,4.1,3,1,2018,0.0
10511,Motocross Mayhem,GAME,3.8,35171000000,46080,1000000,Free,0.0,Everyone,Racing,2014-02-11,1.2,2.3,11,2,2014,0.0
10512,Funny Jokes,FAMILY,3.9,2505000000,2969,100000,Free,0.0,Mature 17+,Entertainment,2018-06-18,1.2,4.1,18,6,2018,0.0
10513,Flight Simulator: Fly Plane 3D,FAMILY,4.0,660613000000,21504,50000000,Free,0.0,Everyone,Simulation,2017-03-01,1.32,2.3,1,3,2017,0.0
10514,Motocross Fun Simulator,FAMILY,3.8,22570000000,35840,1000000,Free,0.0,Everyone,Simulation,2017-01-09,1.2,2.3,9,1,2017,0.0
10515,Dino Defends king 3 – Dinosaur T rex Hunter Games,GAME,3.6,182000000,41984,50000,Free,0.0,Teen,Adventure,2018-03-01,2.1,4.1,1,3,2018,0.0
10516,Fast Notes FJ,PRODUCTIVITY,4.2,12000000,2252,500,Free,0.0,Everyone,Productivity,2014-08-12,8.0.0,2.2,12,8,2014,0.0
10517,FJ Toolkit,TOOLS,,1000000,2560,100,Paid,1.49,Everyone,Tools,2015-12-21,14,4.0,21,12,2015,149.0
10518,Block Gun 3D: Haunted Hollow,GAME,3.8,16282000000,35840,1000000,Free,0.0,Teen,Action,2017-10-09,1.1.4,2.3,9,10,2017,0.0
10519,Art of F J Taylor,VIDEO_PLAYERS,,2000000,1536,10,Free,0.0,Everyone,Video Players & Editors,2015-06-23,1.0.2,4.3,23,6,2015,0.0
10520,Driving Suv Toyota Car Simulator,FAMILY,3.7,187000000,55296,10000,Free,0.0,Everyone,Simulation,2017-11-12,1,4.0,12,11,2017,0.0
10521,Navy Gunner Shoot War 3D,GAME,4.0,103199000000,45056,10000000,Free,0.0,Teen,Action,2018-08-02,1.0.7.8,4.2,2,8,2018,0.0
10522,Drift Legends,GAME,4.2,33788000000,27648,1000000,Free,0.0,Everyone,Racing,2018-03-29,1.8.5,4.1,29,3,2018,0.0
10523,FK,MEDICAL,4.4,1517000000,8704,100000,Free,0.0,Everyone,Medical,2018-07-13,2.5.9,2.3,13,7,2018,0.0
10524,FK (FlightKid),GAME,,2000000,22528,10,Free,0.0,Everyone,Action,2016-03-03,1.0,4.0,3,3,2016,0.0
10525,FK Sūduva Marijampolė,SPORTS,,2000000,26624,10,Free,0.0,Everyone,Sports,2018-02-21,1.0,4.1,21,2,2018,0.0
10526,Fairy Kingdom: World of Magic and Farming,FAMILY,4.4,129542000000,64512,1000000,Free,0.0,Everyone,Strategy;Creativity,2018-07-23,2.4.9,4.0,23,7,2018,0.0
10527,FK Željezničar,SPORTS,4.9,1420000000,20480,10000,Free,0.0,Everyone,Sports,2018-07-12,2.5.0,4.2,12,7,2018,0.0
10528,FK Oleksandria,SPORTS,,0,26624,10,Free,0.0,Everyone,Sports,2018-02-14,1.0,4.1,14,2,2018,0.0
10529,FK CLASSIC FOR YOU,BUSINESS,5.0,1000000,3584,10,Free,0.0,Everyone,Business,2018-02-20,1.1.0,4.0,20,2,2018,0.0
10530,FK Sileks,SPORTS,,0,26624,1,Free,0.0,Everyone,Sports,2018-03-18,1.0,4.1,18,3,2018,0.0
10531,Kernel Manager for Franco Kernel ✨,TOOLS,4.8,12700000000,10240,100000,Paid,3.49,Everyone,Tools,2018-08-03,3.2.5,5.0,3,8,2018,349000.0
10532,Qarabağ FK,SPORTS,,9000000,5632,100,Free,0.0,Everyone,Sports,2018-08-01,1.14,4.2,1,8,2018,0.0
10533,FK Sloboda Tuzla,SPORTS,,0,26624,10,Free,0.0,Everyone,Sports,2018-02-20,1.0,4.1,20,2,2018,0.0
10534,FK Jelgava,SPORTS,,0,26624,5,Free,0.0,Everyone,Sports,2018-02-22,1.0,4.1,22,2,2018,0.0
10535,FK Vojvodina,SPORTS,,5000000,26624,50,Free,0.0,Everyone,Sports,2018-02-19,1.0,4.1,19,2,2018,0.0
10536,FK Liepaja,SPORTS,,4000000,26624,100,Free,0.0,Everyone,Sports,2018-03-17,1.0,4.1,17,3,2018,0.0
10537,FK Teplice,SPORTS,,2000000,26624,50,Free,0.0,Everyone,Sports,2018-03-01,1.0,4.1,1,3,2018,0.0
10538,FK Sarajevo,SPORTS,,6000000,26624,100,Free,0.0,Everyone,Sports,2018-03-02,1.0,4.1,2,3,2018,0.0
10539,FK Vardar,SPORTS,,2000000,26624,10,Free,0.0,Everyone,Sports,2018-02-20,1.0,4.1,20,2,2018,0.0
10540,Ray Financial Calculator Pro,FINANCE,4.0,67000000,2457,10000,Paid,2.99,Everyone,Finance,2017-07-03,4,3.2,3,7,2017,29900.000000000004
10541,FK Bregalnica Štip,SPORTS,,0,26624,1,Free,0.0,Everyone,Sports,2018-02-24,1.0,4.1,24,2,2018,0.0
10542,FK Mladost Lucani,SPORTS,,0,26624,5,Free,0.0,Everyone,Sports,2018-02-19,1.0,4.1,19,2,2018,0.0
10543,FK Radnicki Nis,SPORTS,,1000000,26624,50,Free,0.0,Everyone,Sports,2018-02-19,1.0,4.1,19,2,2018,0.0
10544,FK Dukla Prague,SPORTS,,0,26624,10,Free,0.0,Everyone,Sports,2018-02-28,1.0,4.1,28,2,2018,0.0
10545,FK Rad,SPORTS,,1000000,26624,10,Free,0.0,Everyone,Sports,2018-02-19,1.0,4.1,19,2,2018,0.0
10546,FK Jablonec,SPORTS,,2000000,26624,50,Free,0.0,Everyone,Sports,2018-02-27,1.0,4.1,27,2,2018,0.0
10547,FK Senica,SPORTS,,0,13312,10,Free,0.0,Everyone,Sports,2017-08-24,14,4.1,24,8,2017,0.0
10548,FK Vozdovac,SPORTS,,1000000,26624,10,Free,0.0,Everyone,Sports,2018-02-19,1.0,4.1,19,2,2018,0.0
10549,Toy Truck Rally 3D,GAME,4.0,301895000000,25600,50000000,Free,0.0,Everyone,Racing,2018-05-23,1.4.4,4.1,23,5,2018,0.0
10550,FK Mladá Boleslav,SPORTS,,0,26624,10,Free,0.0,Everyone,Sports,2018-03-18,2.0,4.1,18,3,2018,0.0
10551,FK Macva Sabac,SPORTS,,3000000,26624,10,Free,0.0,Everyone,Sports,2018-02-19,1.0,4.1,19,2,2018,0.0
10552,FK Crvena zvezda,SPORTS,4.9,1211000000,15360,10000,Free,0.0,Everyone,Sports,2018-01-22,1.0.1,4.4,22,1,2018,0.0
10553,FK Events,PRODUCTIVITY,,0,18432,5,Free,0.0,Teen,Productivity,2018-06-27,7.17.2.1,5.0,27,6,2018,0.0
10554,PRO MX MOTOCROSS 2,GAME,3.8,25275000000,21504,5000000,Free,0.0,Everyone,Racing,2017-08-11,1.10,2.3,11,8,2017,0.0
10555,FK Jonava,SPORTS,,1000000,26624,5,Free,0.0,Everyone,Sports,2018-02-21,1.0,4.1,21,2,2018,0.0
10556,FK Željezničar Izzy,FAMILY,4.9,119000000,17408,1000,Free,0.0,Everyone,Entertainment,2016-11-18,1.0,4.4,18,11,2016,0.0
10557,FK Čukarički,SPORTS,,0,26624,10,Free,0.0,Everyone,Sports,2018-02-19,1.0,4.1,19,2,2018,0.0
10558,Austria Wien FK - Fussball - Inoffizielle App,SPORTS,,2000000,12288,100,Free,0.0,Everyone,Sports,2018-07-27,1.0.4,4.1,27,7,2018,0.0
10559,FK Železiarne Podbrezová,SPORTS,,0,26624,5,Free,0.0,Everyone,Sports,2018-04-23,1.0,4.1,23,4,2018,0.0
10560,FK Viktoria Žižkov,SPORTS,,0,26624,10,Free,0.0,Everyone,Sports,2018-02-27,1.0,4.1,27,2,2018,0.0
10561,FK Zemun,SPORTS,,3000000,26624,10,Free,0.0,Everyone,Sports,2018-02-19,1.0,4.1,19,2,2018,0.0
10562,FK Atlantas,SPORTS,1.5,2000000,26624,5,Free,0.0,Everyone,Sports,2018-02-21,1.0,4.1,21,2,2018,0.0
10563,FK Spartak Subotica,SPORTS,,0,26624,10,Free,0.0,Everyone,Sports,2018-02-19,1.0,4.1,19,2,2018,0.0
10564,FK Dedinje BGD,SPORTS,5.0,36000000,2662,100,Free,0.0,Everyone,Sports,2017-02-11,1.1,4.0,11,2,2017,0.0
10565,FK Fotbal Třinec,SPORTS,,0,27648,10,Free,0.0,Everyone,Sports,2018-03-18,1.0,4.1,18,3,2018,0.0
10566,FK Crvena Zvezda Izzy,TOOLS,4.8,1456000000,15360,50000,Free,0.0,Everyone,Tools,2016-11-14,1.2,4.4,14,11,2016,0.0
10567,FK Utenis Utena,SPORTS,,0,26624,5,Free,0.0,Everyone,Sports,2018-02-21,1.0,4.1,21,2,2018,0.0
10568,Crazy Freekick,SPORTS,3.9,47688000000,17408,5000000,Free,0.0,Everyone,Sports,2016-05-18,1.0.15,2.3,18,5,2016,0.0
10569,FL State Parks Guide,TRAVEL_AND_LOCAL,3.7,871000000,46080,100000,Free,0.0,Everyone,Travel & Local,2017-10-27,5.29.23 Domain 253,4.4,27,10,2017,0.0
10570,FL SW Fishing Regulations,SPORTS,4.6,60000000,24576,1000,Paid,1.99,Everyone,Sports,2014-03-07,1.03,2.2,7,3,2014,1990.0
10571,Permit Test FL Florida DHSMV,FAMILY,4.7,246000000,11264,10000,Free,0.0,Everyone,Education,2017-10-12,2.9.0,4.1,12,10,2017,0.0
10572,FL Lottery Results,FAMILY,4.6,1481000000,3174,50000,Free,0.0,Teen,Entertainment,2018-03-31,3.7,4.1,31,3,2018,0.0
10573,Florida DMV Permit Test -Fl,FAMILY,4.3,87000000,30720,10000,Free,0.0,Everyone,Education,2018-02-15,6.0.3,4.4,15,2,2018,0.0
10574,Lottery Results: Florida,FAMILY,4.2,582000000,3276,100000,Free,0.0,Teen,Entertainment,2018-01-22,4.0,4.0,22,1,2018,0.0
10575,Scratch-Off Guide for FL Lotto,FAMILY,4.6,25000000,5734,5000,Free,0.0,Everyone,Entertainment,2018-07-04,1.11,4.0,4,7,2018,0.0
10576,"Charlotte County, FL",PRODUCTIVITY,4.7,10000000,7270,1000,Free,0.0,Everyone,Productivity,2017-02-23,3.9.4,4.0,23,2,2017,0.0
10577,Results for FL Lottery,NEWS_AND_MAGAZINES,4.6,146000000,7270,10000,Free,0.0,Everyone,News & Magazines,2017-02-28,3.0,4.1,28,2,2017,0.0
10578,Check Lottery Tickets - Florida,FAMILY,2.0,27000000,31744,5000,Free,0.0,Teen,Entertainment,2017-10-17,2.1,4.0,17,10,2017,0.0
10579,Fish|Hunt FL,LIFESTYLE,3.6,853000000,34816,100000,Free,0.0,Everyone,Lifestyle,2018-03-22,3.2.0,4.1,22,3,2018,0.0
10580,Florida 511,TOOLS,3.2,148000000,9420,50000,Free,0.0,Everyone,Tools,2017-08-14,1.0.18,4.0,14,8,2017,0.0
10581,Florida Storms,WEATHER,3.8,116000000,36864,10000,Free,0.0,Everyone,Weather,2017-12-26,2.0.11,4.4,26,12,2017,0.0
10582,FL Racing Manager 2018 Lite,SPORTS,4.0,1338000000,15360,100000,Free,0.0,Everyone,Sports,2018-03-17,1.18,3.0,17,3,2018,0.0
10583,Florida Tides & Weather,WEATHER,3.8,30000000,2048,1000,Paid,6.99,Everyone,Weather,2015-05-06,2.0.0,2.3,6,5,2015,6990.0
10584,FL Tax-Verify,BUSINESS,3.8,17000000,6246,5000,Free,0.0,Everyone,Business,2016-11-09,1.1.3,4.0,9,11,2016,0.0
10586,FL Racing Manager 2015 Pro,SPORTS,4.4,656000000,22528,5000,Paid,0.99,Everyone,Sports,2016-03-12,0.858,3.0,12,3,2016,4950.0
10587,Lottery Driver- Florida Result,FAMILY,4.4,70000000,4505,5000,Free,0.0,Teen,Entertainment,2017-04-16,2.5,4.1,16,4,2017,0.0
10588,Florida Travel Guide,TRAVEL_AND_LOCAL,3.8,11000000,88064,1000,Free,0.0,Everyone,Travel & Local,2018-07-11,6.8.2,4.1,11,7,2018,0.0
10589,The Florida Trail Guide,TRAVEL_AND_LOCAL,4.3,100000000,13312,5000,Free,0.0,Everyone,Travel & Local,2017-04-01,6.0.18,4.1,1,4,2017,0.0
10590,Florida - Pocket Brainbook,BOOKS_AND_REFERENCE,4.6,7000000,12288,1000,Free,0.0,Everyone,Books & Reference,2018-03-19,1.0.9,4.4,19,3,2018,0.0
10591,Lottery Ticket Checker - Florida Results & Lotto,TOOLS,1.0,3000000,41984,500,Free,0.0,Everyone,Tools,2017-12-12,1.0,4.2,12,12,2017,0.0
10592,Florida Statutes (FL Code),BOOKS_AND_REFERENCE,3.2,5000000,8396,1000,Free,0.0,Everyone,Books & Reference,2017-10-21,1.5,4.4,21,10,2017,0.0
10593,Discovery Church Florida,LIFESTYLE,4.7,40000000,8192,1000,Free,0.0,Teen,Lifestyle,2018-06-25,3.8.0,4.1,25,6,2018,0.0
10594,FL Racing Manager 2018 Pro,SPORTS,4.3,340000000,15360,5000,Paid,1.99,Everyone,Sports,2018-03-17,1.18,3.0,17,3,2018,9950.0
10595,Florida Driver License Test,FAMILY,4.5,65000000,470,5000,Free,0.0,Everyone,Education,2016-01-30,2.0,2.1,30,1,2016,0.0
10596,Free Florida DMV Test 2018,FAMILY,4.1,665000000,5427,50000,Free,0.0,Everyone,Education,2018-05-24,8.1,4.0,24,5,2018,0.0
10597,Canvas FL,FAMILY,4.9,36000000,9625,1000,Free,0.0,Teen,Education,2018-06-25,3.8.0,4.1,25,6,2018,0.0
10598,Florida Lottery Results,NEWS_AND_MAGAZINES,4.1,763000000,2252,100000,Free,0.0,Everyone,News & Magazines,2015-12-18,2.0,2.3,18,12,2015,0.0
10599,Florida Cooling Supply HVAC,PRODUCTIVITY,4.2,6000000,44032,500,Free,0.0,Everyone,Productivity,2018-07-27,8.1.10.41,4.4,27,7,2018,0.0
10600,Restaurant Inspections - FL,HEALTH_AND_FITNESS,3.5,143000000,226,10000,Free,0.0,Everyone,Health & Fitness,2013-06-12,1.1,2.2,12,6,2013,0.0
10601,Florida Keys,TRAVEL_AND_LOCAL,4.2,92000000,20480,10000,Free,0.0,Everyone,Travel & Local,2017-04-06,4.1,4.0,6,4,2017,0.0
10602,South Florida AA Meetings,LIFESTYLE,5.0,10000000,21504,1000,Free,0.0,Everyone,Lifestyle,2018-05-24,2.18,4.1,24,5,2018,0.0
10603,Florida Travel Guide - TOURIAS,TRAVEL_AND_LOCAL,3.8,80000000,37888,10000,Free,0.0,Everyone,Travel & Local,2018-07-30,3.21,4.0,30,7,2018,0.0
10604,Florida State Gameday,SPORTS,4.7,1566000000,26624,50000,Free,0.0,Everyone,Sports,2018-07-13,9.19.2,4.1,13,7,2018,0.0
10605,FL Bankers,EVENTS,,0,3481,10,Free,0.0,Everyone,Events,2018-06-05,1.0.1,4.2,5,6,2018,0.0
10606,Fort Myers FL,PRODUCTIVITY,,0,22528,100,Free,0.0,Everyone,Productivity,2015-09-17,2.4.0,4.1,17,9,2015,0.0
10607,"News-Journal-Daytona Beach, FL",NEWS_AND_MAGAZINES,4.5,76000000,7987,5000,Free,0.0,Everyone,News & Magazines,2018-07-03,5.0,4.4,3,7,2018,0.0
10608,Florida map,TRAVEL_AND_LOCAL,,11000000,3481,5000,Free,0.0,Everyone,Travel & Local,2016-05-15,0.0.7,4.0,15,5,2016,0.0
10609,"Trinity Church Deltona, FL",LIFESTYLE,5.0,33000000,28672,500,Free,0.0,Everyone,Lifestyle,2018-05-07,1.9.0.0,2.3,7,5,2018,0.0
10610,FL Drone 2,PHOTOGRAPHY,3.3,41000000,7987,5000,Free,0.0,Everyone,Photography,2017-08-17,1.0.7,2.2,17,8,2017,0.0
10611,"Beacon Baptist Jupiter, FL",LIFESTYLE,5.0,14000000,2662,100,Free,0.0,Everyone,Lifestyle,2017-10-13,2.4,4.0,13,10,2017,0.0
10612,"Clearwater, FL - weather and more",WEATHER,,0,3993,10,Free,0.0,Everyone,Weather,2018-04-12,1.0,5.0,12,4,2018,0.0
10613,University of Florida,FAMILY,4.0,168000000,7782,10000,Free,0.0,Everyone,Education,2017-10-02,2.0,4.1,2,10,2017,0.0
10614,"Ocala Star Banner, FL",NEWS_AND_MAGAZINES,4.5,75000000,8294,5000,Free,0.0,Everyone,News & Magazines,2018-07-25,5.1,4.4,25,7,2018,0.0
10615,Alachua County Sheriff FL,LIFESTYLE,3.2,5000000,9728,100,Free,0.0,Everyone,Lifestyle,2015-05-13,1.0,4.0,13,5,2015,0.0
10616,Lotto Results - Mega Millions Powerball Lottery US,NEWS_AND_MAGAZINES,4.5,14221000000,1843,1000000,Free,0.0,Teen,News & Magazines,2015-12-11,2.0.3,2.3,11,12,2015,0.0
10617,Jax Sheriff (FL),LIFESTYLE,4.2,53000000,16384,5000,Free,0.0,Everyone,Lifestyle,2018-06-25,2.0.1,4.1,25,6,2018,0.0
10618,Results for FL Lottery (Florida),FAMILY,,1000000,3276,100,Free,0.0,Mature 17+,Entertainment,2017-11-02,2.27,4.0,2,11,2017,0.0
10619,Hidden Object Florida Vacation Adventure Fun Game,FAMILY,3.7,126000000,46080,10000,Free,0.0,Everyone,Casual,2018-06-18,1.4,4.0,18,6,2018,0.0
10620,WFLA News Channel 8 - Tampa FL,NEWS_AND_MAGAZINES,3.8,133000000,14336,10000,Free,0.0,Everyone,News & Magazines,2018-07-18,v4.30.0.8,5.0,18,7,2018,0.0
10621,Florida Beach Wallpapers HD,TRAVEL_AND_LOCAL,5.0,3000000,12288,100,Free,0.0,Everyone,Travel & Local,2015-12-30,1.8.1,4.1,30,12,2015,0.0
10622,MY GULFPORT FL,PRODUCTIVITY,,0,50176,50,Free,0.0,Everyone,Productivity,2018-05-18,17.4,4.1,18,5,2018,0.0
10623,My MLS App,LIFESTYLE,4.1,1213000000,13312,100000,Free,0.0,Everyone,Lifestyle,2018-06-04,2.8.4,4.0,4,6,2018,0.0
10624,Employ Florida Mobile,BUSINESS,2.9,97000000,10137,10000,Free,0.0,Everyone,Business,2018-06-13,4.5.9,4.0,13,6,2018,0.0
10625,"St. Petersburg, FL - weather and more",WEATHER,,0,3993,10,Free,0.0,Everyone,Weather,2018-04-13,1.0,5.0,13,4,2018,0.0
